  time ;  Dist ; Course ;   V   ;  Type
 30.100;140.605; 7.03024113135733E+0000;   3.447 Aircraft
 30.200;140.173; 7.00867432303969E+0000;   3.460 Aircraft
 30.300;139.741; 6.98702948719557E+0000;   3.472 Aircraft
 30.400;139.306; 6.96530662382497E+0000;   3.485 Aircraft
 30.500;138.870; 6.94350573292791E+0000;   3.497 Aircraft
 30.600;138.433; 6.92162681450436E+0000;   3.510 Aircraft
 30.700;137.993; 6.89966986855435E+0000;   3.522 Aircraft
 30.800;137.553; 6.87763489507785E+0000;   3.535 Aircraft
 30.900;137.110; 6.85552189407489E+0000;   3.547 Aircraft
 31.000;136.667; 6.83333086554545E+0000;   3.560 Aircraft
 31.100;136.221; 6.81106180948953E+0000;   3.572 Aircraft
 31.200;135.774; 6.78871472590714E+0000;   3.585 Aircraft
 31.300;135.326; 6.76628961479827E+0000;   3.597 Aircraft
 31.400;134.876; 6.74378647616293E+0000;   3.610 Aircraft
 31.500;134.424; 6.72120531000111E+0000;   3.622 Aircraft
 31.600;133.971; 6.69854611631282E+0000;   3.635 Aircraft
 31.700;133.516; 6.67580889509806E+0000;   3.647 Aircraft
 31.800;133.060; 6.65299364635681E+0000;   3.660 Aircraft
 31.900;132.602; 6.63010037008910E+0000;   3.672 Aircraft
 32.000;132.143; 6.60712906629491E+0000;   3.685 Aircraft
 32.100;131.682; 6.58407973497424E+0000;   3.697 Aircraft
 32.200;131.219; 6.56095237612710E+0000;   3.710 Aircraft
 32.300;130.755; 6.53774698975349E+0000;   3.722 Aircraft
 32.400;130.289; 6.51446357585340E+0000;   3.735 Aircraft
 32.500;129.822; 6.49110213442683E+0000;   3.747 Aircraft
 32.600;129.353; 6.46766266547379E+0000;   3.760 Aircraft
 32.700;128.883; 6.44414516899428E+0000;   3.772 Aircraft
 32.800;128.411; 6.42054964498829E+0000;   3.785 Aircraft
 32.900;127.938; 6.39687609345583E+0000;   3.797 Aircraft
 33.000;127.462; 6.37312451439689E+0000;   3.810 Aircraft
 33.100;126.986; 6.34929490781148E+0000;   3.822 Aircraft
 33.200;126.508; 6.32538727369959E+0000;   3.835 Aircraft
 33.300;126.028; 6.30140161206122E+0000;   3.847 Aircraft
 33.400;125.547; 6.27733792289639E+0000;   3.860 Aircraft
 33.500;125.064; 6.25319620620507E+0000;   3.872 Aircraft
 33.600;124.580; 6.22897646198729E+0000;   3.885 Aircraft
 33.700;124.094; 6.20467869024302E+0000;   3.897 Aircraft
 33.800;123.606; 6.18030289097229E+0000;   3.910 Aircraft
 33.900;123.117; 6.15584906417507E+0000;   3.922 Aircraft
 34.000;122.626; 6.13131720985139E+0000;   3.935 Aircraft
 34.100;122.134; 6.10670732800123E+0000;   3.947 Aircraft
 34.200;121.640; 6.08201941862459E+0000;   3.960 Aircraft
 34.300;121.145; 6.05725348172148E+0000;   3.972 Aircraft
 34.400;120.648; 6.03240951729189E+0000;   3.985 Aircraft
 34.500;120.150; 6.00748752533583E+0000;   3.997 Aircraft
 34.600;119.650; 5.98248750585329E+0000;   4.010 Aircraft
 34.700;119.148; 5.95740945884428E+0000;   4.022 Aircraft
 34.800;118.645; 5.93225338430880E+0000;   4.035 Aircraft
 34.900;118.140; 5.90701928224684E+0000;   4.047 Aircraft
 35.000;117.634; 5.88170715265840E+0000;   4.060 Aircraft
 35.100;117.126; 5.85631699554349E+0000;   4.072 Aircraft
 35.200;116.617; 5.83084881090211E+0000;   4.085 Aircraft
 35.300;116.106; 5.80530259873425E+0000;   4.097 Aircraft
 35.400;115.594; 5.77967835903991E+0000;   4.110 Aircraft
 35.500;115.080; 5.75397609181910E+0000;   4.122 Aircraft
 35.600;114.564; 5.72819579707182E+0000;   4.135 Aircraft
 35.700;114.047; 5.70233747479806E+0000;   4.147 Aircraft
 35.800;113.528; 5.67640112499782E+0000;   4.160 Aircraft
 35.900;113.008; 5.65038674767111E+0000;   4.172 Aircraft
 36.000;112.486; 5.62429434281793E+0000;   4.185 Aircraft
 36.100;111.962; 5.59812391043827E+0000;   4.197 Aircraft
 36.200;111.438; 5.57187545053214E+0000;   4.210 Aircraft
 36.300;110.911; 5.54554896309953E+0000;   4.222 Aircraft
 36.400;110.383; 5.51914444814045E+0000;   4.235 Aircraft
 36.500;109.853; 5.49266190565489E+0000;   4.247 Aircraft
 36.600;109.322; 5.46610133564286E+0000;   4.260 Aircraft
 36.700;108.789; 5.43946273810435E+0000;   4.272 Aircraft
 36.800;108.255; 5.41274611303936E+0000;   4.285 Aircraft
 36.900;107.719; 5.38595146044791E+0000;   4.297 Aircraft
 37.000;107.182; 5.35907878032998E+0000;   4.310 Aircraft
 37.100;106.643; 5.33212807268557E+0000;   4.322 Aircraft
 37.200;106.102; 5.30509933751469E+0000;   4.335 Aircraft
 37.300;105.560; 5.27799257481733E+0000;   4.347 Aircraft
 37.400;105.016; 5.25080778459350E+0000;   4.360 Aircraft
 37.500;104.471; 5.22354496684319E+0000;   4.372 Aircraft
 37.600;103.924; 5.19620412156641E+0000;   4.385 Aircraft
 37.700;103.376; 5.16878524876315E+0000;   4.397 Aircraft
 37.800;102.826; 5.14128834843342E+0000;   4.410 Aircraft
 37.900;102.274; 5.11371342057722E+0000;   4.422 Aircraft
 38.000;101.721; 5.08606046519454E+0000;   4.435 Aircraft
 38.100;101.167; 5.05832948228538E+0000;   4.447 Aircraft
 38.200;100.610; 5.03052047184975E+0000;   4.460 Aircraft
 38.300;100.053; 5.00263343388765E+0000;   4.472 Aircraft
 38.400; 99.493; 4.97466836839907E+0000;   4.485 Aircraft
 38.500; 98.933; 4.94662527538401E+0000;   4.498 Aircraft
 38.600; 98.370; 4.91850415484248E+0000;   4.510 Aircraft
 38.700; 97.806; 4.89030500677448E+0000;   4.523 Aircraft
